;qid;Len;Den;P1;P2;P3;P4;P5
27231;;3382500_-;TSS;3382500;-;;Q4;LB_2.0
27232;;3382540_-;TSS;3382540;-;;Q4;LB_2.0
27233;;3382625_+;TSS;3382625;+;;Q4;M63_0.4
27234;;3382625_+;TSS;3382625;+;;Q4;LB_0.4
27235;;3382625_+;TSS;3382625;+;;Q4;LB_2.0
27236;;3382699_+;TSS;3382699;+;;Q4;M63_0.4
27237;;3382699_+;TSS;3382699;+;;Q4;LB_2.0
27238;;3382747_-;TSS;3382747;-;;Q4;M63_0.4
27239;;3382747_-;TSS;3382747;-;;Q4;LB_2.0
27240;;3383108_-;TSS;3383108;-;;Q4;M63_0.4
27241;;3383159_-;TSS;3383159;-;;Q4;M63_0.4
27242;;3383159_-;TSS;3383159;-;;Q4;LB_0.4
27243;;3383159_-;TSS;3383159;-;;Q4;LB_2.0
27244;;3383263_-;TSS;3383263;-;;Q4;M63_0.4
27245;;3383263_-;TSS;3383263;-;;Q4;LB_0.4
27246;;3383263_-;TSS;3383263;-;;Q4;LB_2.0
27247;;3383504_+;TSS;3383504;+;;Q4;M63_0.4
27248;;3383504_+;TSS;3383504;+;;Q4;LB_0.4
27249;;3383504_+;TSS;3383504;+;;Q4;LB_2.0
27250;;3384152_+;TSS;3384152;+;;Q4;M63_0.4
27251;;3384152_+;TSS;3384152;+;;Q4;M63_0.4
27252;;3384152_+;TSS;3384152;+;;Q4;LB_0.4
27253;;3384152_+;TSS;3384152;+;;Q4;LB_0.4
27254;;3384152_+;TSS;3384152;+;;Q4;LB_2.0
27255;;3384152_+;TSS;3384152;+;;Q4;LB_2.0
27256;;3384191_-;TSS;3384191;-;;Q4;M63_0.4
27257;;3384191_-;TSS;3384191;-;;Q4;LB_0.4
27258;;3384191_-;TSS;3384191;-;;Q4;LB_2.0
27259;;3384814_+;TSS;3384814;+;;Q4;M63_0.4
27260;;3384814_+;TSS;3384814;+;;Q4;LB_2.0
27261;;3385439_-;TSS;3385439;-;;Q4;LB_2.0
27262;;3385636_-;TSS;3385636;-;;Q4;LB_2.0
27263;;3386293_-;TSS;3386293;-;;Q4;M63_0.4
27264;;3386293_-;TSS;3386293;-;;Q4;M63_0.4
27265;;3386293_-;TSS;3386293;-;;Q4;LB_2.0
27266;;3386293_-;TSS;3386293;-;;Q4;LB_2.0
27267;;3386392_-;TSS;3386392;-;;Q4;M63_0.4
27268;;3386392_-;TSS;3386392;-;;Q4;M63_0.4
27269;;3386392_-;TSS;3386392;-;;Q4;LB_0.4
27270;;3386392_-;TSS;3386392;-;;Q4;LB_0.4
27271;;3386392_-;TSS;3386392;-;;Q4;LB_2.0
27272;;3386392_-;TSS;3386392;-;;Q4;LB_2.0
27273;;3386771_+;TSS;3386771;+;;Q4;M63_0.4
27274;;3386771_+;TSS;3386771;+;;Q4;LB_0.4
27275;;3386771_+;TSS;3386771;+;;Q4;LB_2.0
27276;;3386965_+;TSS;3386965;+;;Q4;M63_0.4
27277;;3386965_+;TSS;3386965;+;;Q4;LB_0.4
27278;;3386965_+;TSS;3386965;+;;Q4;LB_2.0
27279;;3387405_+;TSS;3387405;+;;Q4;M63_0.4
27280;;3387405_+;TSS;3387405;+;;Q4;M63_0.4
27281;;3387405_+;TSS;3387405;+;;Q4;LB_0.4
27282;;3387405_+;TSS;3387405;+;;Q4;LB_0.4
27283;;3387405_+;TSS;3387405;+;;Q4;LB_2.0
27284;;3387405_+;TSS;3387405;+;;Q4;LB_2.0
27285;;3387465_-;TSS;3387465;-;;Q4;M63_0.4
27286;;3387465_-;TSS;3387465;-;;Q4;M63_0.4
27287;;3387465_-;TSS;3387465;-;;Q4;LB_0.4
27288;;3387465_-;TSS;3387465;-;;Q4;LB_0.4
27289;;3387465_-;TSS;3387465;-;;Q4;LB_2.0
27290;;3387465_-;TSS;3387465;-;;Q4;LB_2.0
27291;;3387502_+;TSS;3387502;+;;Q4;M63_0.4
27292;;3387502_+;TSS;3387502;+;;Q4;LB_0.4
27293;;3387502_+;TSS;3387502;+;;Q4;LB_2.0
27294;;3387740_+;TSS;3387740;+;;Q4;LB_0.4
27295;;3387740_+;TSS;3387740;+;;Q4;LB_2.0
27296;;3387835_-;TSS;3387835;-;;Q4;M63_0.4
27297;;3387835_-;TSS;3387835;-;;Q4;LB_2.0
27298;;3387863_+;TSS;3387863;+;;Q4;M63_0.4
27299;;3387863_+;TSS;3387863;+;;Q4;LB_0.4
27300;;3387863_+;TSS;3387863;+;;Q4;LB_2.0
27301;;3388445_+;TSS;3388445;+;;Q4;M63_0.4
27302;;3388445_+;TSS;3388445;+;;Q4;LB_0.4
27303;;3388445_+;TSS;3388445;+;;Q4;LB_2.0
27304;;3388758_+;TSS;3388758;+;;Q4;M63_0.4
27305;;3388758_+;TSS;3388758;+;;Q4;LB_2.0
27306;;3388791_-;TSS;3388791;-;;Q4;M63_0.4
27307;;3388791_-;TSS;3388791;-;;Q4;LB_0.4
27308;;3388791_-;TSS;3388791;-;;Q4;LB_2.0
27309;;3388831_+;TSS;3388831;+;;Q4;LB_2.0
27310;;3389721_-;TSS;3389721;-;;Q4;M63_0.4
27311;;3389721_-;TSS;3389721;-;;Q4;LB_0.4
27312;;3389721_-;TSS;3389721;-;;Q4;LB_2.0
27313;;3389745_+;TSS;3389745;+;;Q4;M63_0.4
27314;;3389745_+;TSS;3389745;+;;Q4;LB_0.4
27315;;3389745_+;TSS;3389745;+;;Q4;LB_2.0
27316;;3390072_+;TSS;3390072;+;;Q4;M63_0.4
27317;;3390072_+;TSS;3390072;+;;Q4;LB_2.0
27318;;3390443_-;TSS;3390443;-;;Q4;M63_0.4
27319;;3390443_-;TSS;3390443;-;;Q4;LB_0.4
27320;;3390443_-;TSS;3390443;-;;Q4;LB_2.0
27321;;3390860_-;TSS;3390860;-;;Q4;M63_0.4
27322;;3390860_-;TSS;3390860;-;;Q4;LB_2.0
27323;;3390952_-;TSS;3390952;-;;Q4;M63_0.4
27324;;3390952_-;TSS;3390952;-;;Q4;LB_2.0
27325;;3391248_+;TSS;3391248;+;;Q4;LB_2.0
27326;;3391554_+;TSS;3391554;+;;Q4;M63_0.4
27327;;3391554_+;TSS;3391554;+;;Q4;LB_0.4
27328;;3391554_+;TSS;3391554;+;;Q4;LB_2.0
27329;;3392191_+;TSS;3392191;+;;Q4;M63_0.4
27330;;3392191_+;TSS;3392191;+;;Q4;LB_0.4
27331;;3392191_+;TSS;3392191;+;;Q4;LB_2.0
27332;;3392461_+;TSS;3392461;+;;Q4;LB_2.0
27333;;3392463_+;TSS;3392463;+;;Q4;M63_0.4
27334;;3392463_+;TSS;3392463;+;;Q4;LB_0.4
27335;;3392528_-;TSS;3392528;-;;Q4;LB_2.0
27336;;3394541_-;TSS;3394541;-;;Q4;LB_2.0
27337;;3394541_-;TSS;3394541;-;;Q4;LB_2.0
27338;;3394776_-;TSS;3394776;-;;Q4;LB_2.0
27339;;3395301_-;TSS;3395301;-;;Q4;M63_0.4
27340;;3395301_-;TSS;3395301;-;;Q4;LB_0.4
27341;;3395301_-;TSS;3395301;-;;Q4;LB_2.0
27342;;3395692_-;TSS;3395692;-;;Q4;M63_0.4
27343;;3395692_-;TSS;3395692;-;;Q4;LB_2.0
27344;;3395753_-;TSS;3395753;-;;Q4;M63_0.4
27345;;3395753_-;TSS;3395753;-;;Q4;LB_2.0
27346;;3395758_+;TSS;3395758;+;;Q4;M63_0.4
27347;;3395758_+;TSS;3395758;+;;Q4;M63_0.4
27348;;3395857_+;TSS;3395857;+;;Q4;M63_0.4
27349;;3395857_+;TSS;3395857;+;;Q4;M63_0.4
27350;;3395857_+;TSS;3395857;+;;Q4;LB_0.4
27351;;3395857_+;TSS;3395857;+;;Q4;LB_0.4
27352;;3395857_+;TSS;3395857;+;;Q4;LB_2.0
27353;;3395857_+;TSS;3395857;+;;Q4;LB_2.0
27354;;3396026_+;TSS;3396026;+;;Q4;M63_0.4
27355;;3396026_+;TSS;3396026;+;;Q4;LB_0.4
27356;;3396026_+;TSS;3396026;+;;Q4;LB_2.0
27357;;3396537_-;TSS;3396537;-;;Q4;M63_0.4
27358;;3396537_-;TSS;3396537;-;;Q4;M63_0.4
27359;;3396537_-;TSS;3396537;-;;Q4;LB_0.4
27360;;3396537_-;TSS;3396537;-;;Q4;LB_0.4
27361;;3396537_-;TSS;3396537;-;;Q4;LB_2.0
27362;;3396537_-;TSS;3396537;-;;Q4;LB_2.0
27363;;3397244_-;TSS;3397244;-;;Q4;LB_0.4
27364;;3397244_-;TSS;3397244;-;;Q4;LB_2.0
27365;;3397387_-;TSS;3397387;-;;Q4;LB_0.4
27366;;3397387_-;TSS;3397387;-;;Q4;LB_2.0
27367;;3397713_-;TSS;3397713;-;;Q4;LB_2.0
27368;;3397793_+;TSS;3397793;+;;Q4;LB_0.4
27369;;3397793_+;TSS;3397793;+;;Q4;LB_2.0
27370;;3398551_-;TSS;3398551;-;;Q4;LB_0.4
27371;;3398551_-;TSS;3398551;-;;Q4;LB_2.0
27372;;3399150_-;TSS;3399150;-;;Q4;M63_0.4
27373;;3399150_-;TSS;3399150;-;;Q4;LB_0.4
27374;;3399150_-;TSS;3399150;-;;Q4;LB_2.0
27375;;3399376_-;TSS;3399376;-;;Q4;M63_0.4
27376;;3399376_-;TSS;3399376;-;;Q4;LB_0.4
27377;;3399376_-;TSS;3399376;-;;Q4;LB_2.0
27378;;3399807_-;TSS;3399807;-;;Q4;M63_0.4
27379;;3399807_-;TSS;3399807;-;;Q4;LB_0.4
27380;;3399807_-;TSS;3399807;-;;Q4;LB_2.0
27381;;3400820_-;TSS;3400820;-;;Q4;M63_0.4
27382;;3400820_-;TSS;3400820;-;;Q4;LB_0.4
27383;;3400820_-;TSS;3400820;-;;Q4;LB_2.0
27384;;3400905_-;TSS;3400905;-;;Q4;M63_0.4
27385;;3400905_-;TSS;3400905;-;;Q4;LB_0.4
27386;;3400905_-;TSS;3400905;-;;Q4;LB_2.0
27387;;3401236_-;TSS;3401236;-;;Q4;LB_2.0
27388;;3401259_+;TSS;3401259;+;;Q4;M63_0.4
27389;;3401259_+;TSS;3401259;+;;Q4;M63_0.4
27390;;3401381_-;TSS;3401381;-;;Q4;M63_0.4
27391;;3401381_-;TSS;3401381;-;;Q4;LB_0.4
27392;;3401381_-;TSS;3401381;-;;Q4;LB_2.0
27393;;3401399_+;TSS;3401399;+;;Q4;M63_0.4
27394;;3401399_+;TSS;3401399;+;;Q4;M63_0.4
27395;;3401399_+;TSS;3401399;+;;Q4;LB_2.0
27396;;3401399_+;TSS;3401399;+;;Q4;LB_2.0
27397;;3401445_-;TSS;3401445;-;;Q4;M63_0.4
27398;;3401445_-;TSS;3401445;-;;Q4;M63_0.4
27399;;3401445_-;TSS;3401445;-;;Q4;LB_2.0
27400;;3401445_-;TSS;3401445;-;;Q4;LB_2.0
27401;;3402364_-;TSS;3402364;-;;Q4;M63_0.4
27402;;3402364_-;TSS;3402364;-;;Q4;LB_2.0
27403;;3402474_-;TSS;3402474;-;;Q4;M63_0.4
27404;;3402474_-;TSS;3402474;-;;Q4;M63_0.4
27405;;3402474_-;TSS;3402474;-;;Q4;LB_2.0
27406;;3402474_-;TSS;3402474;-;;Q4;LB_2.0
27407;;3402488_-;TSS;3402488;-;;Q4;M63_0.4
27408;;3402488_-;TSS;3402488;-;;Q4;M63_0.4
27409;;3402582_-;TSS;3402582;-;;Q4;LB_0.4
27410;;3402582_-;TSS;3402582;-;;Q4;LB_0.4
27411;;3402582_-;TSS;3402582;-;;Q4;LB_2.0
27412;;3402582_-;TSS;3402582;-;;Q4;LB_2.0
27413;;3402585_-;TSS;3402585;-;;Q4;M63_0.4
27414;;3402585_-;TSS;3402585;-;;Q4;M63_0.4
27415;;3402685_+;TSS;3402685;+;;Q4;M63_0.4
27416;;3402685_+;TSS;3402685;+;;Q4;LB_2.0
27417;;3402719_+;TSS;3402719;+;;Q4;LB_0.4
27418;;3402769_+;TSS;3402769;+;;Q4;M63_0.4
27419;;3402769_+;TSS;3402769;+;;Q4;LB_0.4
27420;;3402769_+;TSS;3402769;+;;Q4;LB_2.0
27421;;3402868_+;TSS;3402868;+;;Q4;M63_0.4
27422;;3402868_+;TSS;3402868;+;;Q4;LB_0.4
27423;;3402868_+;TSS;3402868;+;;Q4;LB_2.0
27424;;3403054_-;TSS;3403054;-;;Q4;M63_0.4
27425;;3403054_-;TSS;3403054;-;;Q4;LB_0.4
27426;;3403054_-;TSS;3403054;-;;Q4;LB_2.0
27427;;3403161_+;TSS;3403161;+;;Q4;M63_0.4
27428;;3403161_+;TSS;3403161;+;;Q4;LB_0.4
27429;;3403161_+;TSS;3403161;+;;Q4;LB_2.0
27430;;3403194_+;TSS;3403194;+;;Q4;M63_0.4
27431;;3403194_+;TSS;3403194;+;;Q4;LB_0.4
27432;;3403194_+;TSS;3403194;+;;Q4;LB_2.0
27433;;3403642_+;TSS;3403642;+;;Q4;M63_0.4
27434;;3403642_+;TSS;3403642;+;;Q4;M63_0.4
27435;;3403720_-;TSS;3403720;-;;Q4;LB_2.0
27436;;3403751_-;TSS;3403751;-;;Q4;M63_0.4
27437;;3403751_-;TSS;3403751;-;;Q4;LB_2.0
27438;;3405372_+;TSS;3405372;+;;Q4;M63_0.4
27439;;3405372_+;TSS;3405372;+;;Q4;LB_0.4
27440;;3405372_+;TSS;3405372;+;;Q4;LB_2.0
27441;;3405637_-;TSS;3405637;-;;Q4;M63_0.4
27442;;3405637_-;TSS;3405637;-;;Q4;M63_0.4
27443;;3405637_-;TSS;3405637;-;;Q4;LB_2.0
27444;;3405637_-;TSS;3405637;-;;Q4;LB_2.0
27445;;3406337_+;TSS;3406337;+;;Q4;M63_0.4
27446;;3406337_+;TSS;3406337;+;;Q4;LB_0.4
27447;;3406337_+;TSS;3406337;+;;Q4;LB_2.0
27448;;3406664_+;TSS;3406664;+;;Q4;M63_0.4
27449;;3406664_+;TSS;3406664;+;;Q4;LB_0.4
27450;;3406664_+;TSS;3406664;+;;Q4;LB_2.0
27451;;3406669_-;TSS;3406669;-;;Q4;LB_2.0
27452;;3406676_+;TSS;3406676;+;;Q4;M63_0.4
27453;;3406676_+;TSS;3406676;+;;Q4;LB_2.0
27454;;3407181_-;TSS;3407181;-;;Q4;M63_0.4
27455;;3407181_-;TSS;3407181;-;;Q4;LB_0.4
27456;;3407181_-;TSS;3407181;-;;Q4;LB_2.0
27457;;3407358_+;TSS;3407358;+;;Q4;M63_0.4
27458;;3407358_+;TSS;3407358;+;;Q4;LB_2.0
27459;;3407403_+;TSS;3407403;+;;Q4;LB_0.4
27460;;3407403_+;TSS;3407403;+;;Q4;LB_2.0
27461;;3407874_+;TSS;3407874;+;;Q4;M63_0.4
27462;;3407874_+;TSS;3407874;+;;Q4;LB_0.4
27463;;3407874_+;TSS;3407874;+;;Q4;LB_2.0
27464;;3408159_-;TSS;3408159;-;;Q4;M63_0.4
27465;;3408159_-;TSS;3408159;-;;Q4;LB_2.0
27466;;3408177_-;TSS;3408177;-;;Q4;LB_2.0
27467;;3408270_+;TSS;3408270;+;;Q4;M63_0.4
27468;;3408270_+;TSS;3408270;+;;Q4;LB_0.4
27469;;3408270_+;TSS;3408270;+;;Q4;LB_2.0
27470;;3408274_-;TSS;3408274;-;;Q4;M63_0.4
27471;;3408274_-;TSS;3408274;-;;Q4;LB_0.4
27472;;3408274_-;TSS;3408274;-;;Q4;LB_2.0
27473;;3408583_-;TSS;3408583;-;;Q4;M63_0.4
27474;;3408583_-;TSS;3408583;-;;Q4;LB_2.0
27475;;3408721_+;TSS;3408721;+;;Q4;M63_0.4
27476;;3408721_+;TSS;3408721;+;;Q4;LB_0.4
27477;;3408721_+;TSS;3408721;+;;Q4;LB_2.0
27478;;3408745_+;TSS;3408745;+;;Q4;LB_0.4
27479;;3408934_-;TSS;3408934;-;;Q4;M63_0.4
27480;;3408934_-;TSS;3408934;-;;Q4;LB_0.4
27481;;3409583_+;TSS;3409583;+;;Q4;LB_2.0
27482;;3409583_+;TSS;3409583;+;;Q4;LB_2.0
27483;;3409790_-;TSS;3409790;-;;Q4;M63_0.4
27484;;3409790_-;TSS;3409790;-;;Q4;LB_0.4
27485;;3409790_-;TSS;3409790;-;;Q4;LB_2.0
27486;;3410124_+;TSS;3410124;+;;Q4;M63_0.4
27487;;3410124_+;TSS;3410124;+;;Q4;LB_0.4
27488;;3410124_+;TSS;3410124;+;;Q4;LB_2.0
27489;;3410150_-;TSS;3410150;-;;Q4;M63_0.4
27490;;3410150_-;TSS;3410150;-;;Q4;LB_0.4
27491;;3410150_-;TSS;3410150;-;;Q4;LB_2.0
27492;;3410192_+;TSS;3410192;+;;Q4;M63_0.4
27493;;3410319_-;TSS;3410319;-;;Q4;M63_0.4
27494;;3410319_-;TSS;3410319;-;;Q4;LB_0.4
27495;;3410319_-;TSS;3410319;-;;Q4;LB_2.0
27496;;3410433_+;TSS;3410433;+;;Q4;M63_0.4
27497;;3410433_+;TSS;3410433;+;;Q4;M63_0.4
27498;;3410433_+;TSS;3410433;+;;Q4;LB_0.4
27499;;3410433_+;TSS;3410433;+;;Q4;LB_0.4
27500;;3410433_+;TSS;3410433;+;;Q4;LB_2.0
27501;;3410433_+;TSS;3410433;+;;Q4;LB_2.0
27502;;3410577_-;TSS;3410577;-;;Q4;LB_2.0
27503;;3410577_-;TSS;3410577;-;;Q4;LB_2.0
27504;;3410612_+;TSS;3410612;+;;Q4;M63_0.4
27505;;3410612_+;TSS;3410612;+;;Q4;LB_0.4
27506;;3410612_+;TSS;3410612;+;;Q4;LB_2.0
27507;;3410709_+;TSS;3410709;+;;Q4;M63_0.4
27508;;3410709_+;TSS;3410709;+;;Q4;LB_2.0
27509;;3412004_-;TSS;3412004;-;;Q4;M63_0.4
27510;;3412004_-;TSS;3412004;-;;Q4;LB_0.4
27511;;3412004_-;TSS;3412004;-;;Q4;LB_2.0
27512;;3412186_-;TSS;3412186;-;;Q4;M63_0.4
27513;;3412186_-;TSS;3412186;-;;Q4;LB_0.4
27514;;3412186_-;TSS;3412186;-;;Q4;LB_2.0
27515;;3412542_-;TSS;3412542;-;;Q4;M63_0.4
27516;;3412542_-;TSS;3412542;-;;Q4;LB_0.4
27517;;3412542_-;TSS;3412542;-;;Q4;LB_2.0
27518;;3413058_+;TSS;3413058;+;;Q4;M63_0.4
27519;;3413058_+;TSS;3413058;+;;Q4;LB_2.0
27520;;3413632_-;TSS;3413632;-;;Q4;M63_0.4
27521;;3413632_-;TSS;3413632;-;;Q4;LB_0.4
27522;;3413636_-;TSS;3413636;-;;Q4;M63_0.4
27523;;3413636_-;TSS;3413636;-;;Q4;LB_2.0
27524;;3413643_+;TSS;3413643;+;;Q4;M63_0.4
27525;;3413643_+;TSS;3413643;+;;Q4;LB_2.0
27526;;3413747_-;TSS;3413747;-;;Q4;M63_0.4
27527;;3413747_-;TSS;3413747;-;;Q4;LB_0.4
27528;;3413747_-;TSS;3413747;-;;Q4;LB_2.0
27529;;3413807_+;TSS;3413807;+;;Q4;M63_0.4
27530;;3413807_+;TSS;3413807;+;;Q4;LB_0.4
27531;;3413807_+;TSS;3413807;+;;Q4;LB_2.0
27532;;3413893_+;TSS;3413893;+;;Q4;M63_0.4
27533;;3413893_+;TSS;3413893;+;;Q4;LB_0.4
27534;;3413893_+;TSS;3413893;+;;Q4;LB_2.0
27535;;3414110_+;TSS;3414110;+;;Q4;M63_0.4
27536;;3414110_+;TSS;3414110;+;;Q4;LB_0.4
27537;;3414110_+;TSS;3414110;+;;Q4;LB_2.0
27538;;3414190_-;TSS;3414190;-;;Q4;M63_0.4
27539;;3414190_-;TSS;3414190;-;;Q4;LB_2.0
27540;;3415043_-;TSS;3415043;-;;Q4;M63_0.4
27541;;3415245_+;TSS;3415245;+;;Q4;M63_0.4
27542;;3415245_+;TSS;3415245;+;;Q4;LB_0.4
27543;;3415245_+;TSS;3415245;+;;Q4;LB_2.0
27544;;3415422_+;TSS;3415422;+;;Q4;LB_2.0
27545;;3415890_+;TSS;3415890;+;;Q4;M63_0.4
27546;;3415890_+;TSS;3415890;+;;Q4;LB_0.4
27547;;3415890_+;TSS;3415890;+;;Q4;LB_2.0
27548;;3416009_+;TSS;3416009;+;;Q4;M63_0.4
27549;;3416009_+;TSS;3416009;+;;Q4;LB_0.4
27550;;3416352_+;TSS;3416352;+;;Q4;M63_0.4
27551;;3416352_+;TSS;3416352;+;;Q4;LB_0.4
27552;;3416352_+;TSS;3416352;+;;Q4;LB_2.0
27553;;3416703_+;TSS;3416703;+;;Q4;M63_0.4
27554;;3416703_+;TSS;3416703;+;;Q4;LB_0.4
27555;;3416715_+;TSS;3416715;+;;Q4;M63_0.4
27556;;3416715_+;TSS;3416715;+;;Q4;LB_2.0
27557;;3416879_-;TSS;3416879;-;;Q4;M63_0.4
27558;;3416940_+;TSS;3416940;+;;Q4;M63_0.4
27559;;3416940_+;TSS;3416940;+;;Q4;LB_2.0
27560;;3417240_+;TSS;3417240;+;;Q4;M63_0.4
27561;;3417240_+;TSS;3417240;+;;Q4;LB_2.0
27562;;3417657_-;TSS;3417657;-;;Q4;M63_0.4
27563;;3417657_-;TSS;3417657;-;;Q4;LB_0.4
27564;;3417657_-;TSS;3417657;-;;Q4;LB_2.0
27565;;3417776_+;TSS;3417776;+;;Q4;M63_0.4
27566;;3417776_+;TSS;3417776;+;;Q4;LB_0.4
27567;;3417945_+;TSS;3417945;+;;Q4;M63_0.4
27568;;3417945_+;TSS;3417945;+;;Q4;M63_0.4
27569;;3417945_+;TSS;3417945;+;;Q4;LB_2.0
27570;;3417945_+;TSS;3417945;+;;Q4;LB_2.0
27571;;3418047_+;TSS;3418047;+;;Q4;LB_2.0
27572;;3418047_+;TSS;3418047;+;;Q4;LB_2.0
27573;;3418486_+;TSS;3418486;+;;Q4;LB_0.4
27574;;3418744_+;TSS;3418744;+;;Q4;M63_0.4
27575;;3418744_+;TSS;3418744;+;;Q4;LB_0.4
27576;;3418744_+;TSS;3418744;+;;Q4;LB_2.0
27577;;3419916_-;TSS;3419916;-;;Q4;M63_0.4
27578;;3419916_-;TSS;3419916;-;;Q4;LB_2.0
27579;;3420072_+;TSS;3420072;+;;Q4;M63_0.4
27580;;3420072_+;TSS;3420072;+;;Q4;LB_2.0
27581;;3420510_-;TSS;3420510;-;;Q4;M63_0.4
27582;;3420510_-;TSS;3420510;-;;Q4;M63_0.4
27583;;3420510_-;TSS;3420510;-;;Q4;LB_0.4
27584;;3420510_-;TSS;3420510;-;;Q4;LB_0.4
27585;;3420510_-;TSS;3420510;-;;Q4;LB_2.0
27586;;3420510_-;TSS;3420510;-;;Q4;LB_2.0
27587;;3420560_+;TSS;3420560;+;;Q4;M63_0.4
27588;;3420560_+;TSS;3420560;+;;Q4;LB_0.4
27589;;3420560_+;TSS;3420560;+;;Q4;LB_2.0
27590;;3421151_+;TSS;3421151;+;;Q4;LB_0.4
27591;;3421151_+;TSS;3421151;+;;Q4;LB_2.0
27592;;3421214_-;TSS;3421214;-;;Q4;LB_2.0
27593;;3421289_-;TSS;3421289;-;;Q4;LB_2.0
27594;;3421428_-;TSS;3421428;-;;Q4;M63_0.4
27595;;3421564_-;TSS;3421564;-;;Q4;M63_0.4
27596;;3421564_-;TSS;3421564;-;;Q4;LB_0.4
27597;;3421564_-;TSS;3421564;-;;Q4;LB_2.0
27598;;3421677_-;TSS;3421677;-;;Q4;LB_2.0
27599;;3421809_-;TSS;3421809;-;;Q4;M63_0.4
27600;;3421809_-;TSS;3421809;-;;Q4;LB_2.0
27601;;3422251_-;TSS;3422251;-;;Q4;M63_0.4
27602;;3422251_-;TSS;3422251;-;;Q4;LB_0.4
27603;;3422251_-;TSS;3422251;-;;Q4;LB_2.0
27604;;3422255_-;TSS;3422255;-;;Q4;LB_0.4
27605;;3422255_-;TSS;3422255;-;;Q4;LB_2.0
27606;;3422358_-;TSS;3422358;-;;Q4;LB_0.4
27607;;3422358_-;TSS;3422358;-;;Q4;LB_2.0
27608;;3422736_+;TSS;3422736;+;;Q4;LB_2.0
27609;;3423529_-;TSS;3423529;-;;Q4;M63_0.4
27610;;3423529_-;TSS;3423529;-;;Q4;LB_0.4
27611;;3423529_-;TSS;3423529;-;;Q4;LB_2.0
27612;;3423683_+;TSS;3423683;+;;Q4;LB_0.4
27613;;3424404_-;TSS;3424404;-;;Q4;M63_0.4
27614;;3424570_-;TSS;3424570;-;;Q4;M63_0.4
27615;;3424570_-;TSS;3424570;-;;Q4;LB_0.4
27616;;3425055_-;TSS;3425055;-;;Q4;M63_0.4
27617;;3425055_-;TSS;3425055;-;;Q4;LB_0.4
27618;;3425055_-;TSS;3425055;-;;Q4;LB_2.0
27619;;3425174_-;TSS;3425174;-;;Q4;M63_0.4
27620;;3425174_-;TSS;3425174;-;;Q4;LB_0.4
27621;;3425174_-;TSS;3425174;-;;Q4;LB_2.0
27622;;3425383_-;TSS;3425383;-;;Q4;M63_0.4
27623;;3425383_-;TSS;3425383;-;;Q4;M63_0.4
27624;;3425539_-;TSS;3425539;-;;Q4;M63_0.4
27625;;3425539_-;TSS;3425539;-;;Q4;LB_2.0
27626;;3426099_+;TSS;3426099;+;;Q4;M63_0.4
27627;;3426099_+;TSS;3426099;+;;Q4;LB_0.4
27628;;3426446_-;TSS;3426446;-;;Q4;M63_0.4
27629;;3426446_-;TSS;3426446;-;;Q4;LB_0.4
27630;;3426793_+;TSS;3426793;+;;Q4;M63_0.4
27631;;3426820_+;TSS;3426820;+;;Q4;LB_2.0
27632;;3426825_+;TSS;3426825;+;;Q4;LB_2.0
27633;;3426961_-;TSS;3426961;-;;Q4;M63_0.4
27634;;3426961_-;TSS;3426961;-;;Q4;LB_0.4
27635;;3426961_-;TSS;3426961;-;;Q4;LB_2.0
27636;;3427069_-;TSS;3427069;-;;Q4;M63_0.4
27637;;3427069_-;TSS;3427069;-;;Q4;LB_0.4
27638;;3427069_-;TSS;3427069;-;;Q4;LB_2.0
27639;;3427225_-;TSS;3427225;-;;Q4;M63_0.4
27640;;3427225_-;TSS;3427225;-;;Q4;LB_0.4
27641;;3427225_-;TSS;3427225;-;;Q4;LB_2.0
27642;;3427234_+;TSS;3427234;+;;Q4;M63_0.4
27643;;3427234_+;TSS;3427234;+;;Q4;LB_2.0
27644;;3427399_-;TSS;3427399;-;;Q4;M63_0.4
27645;;3427399_-;TSS;3427399;-;;Q4;LB_0.4
27646;;3427399_-;TSS;3427399;-;;Q4;LB_2.0
27647;;3427580_-;TSS;3427580;-;;Q4;LB_2.0
27648;;3427729_+;TSS;3427729;+;;Q4;M63_0.4
27649;;3427729_+;TSS;3427729;+;;Q4;M63_0.4
27650;;3427729_+;TSS;3427729;+;;Q4;LB_2.0
27651;;3427729_+;TSS;3427729;+;;Q4;LB_2.0
27652;;3429029_-;TSS;3429029;-;;Q4;M63_0.4
27653;;3429029_-;TSS;3429029;-;;Q4;M63_0.4
27654;;3429029_-;TSS;3429029;-;;Q4;LB_0.4
27655;;3429029_-;TSS;3429029;-;;Q4;LB_0.4
27656;;3429192_+;TSS;3429192;+;;Q4;M63_0.4
27657;;3429192_+;TSS;3429192;+;;Q4;LB_0.4
27658;;3429192_+;TSS;3429192;+;;Q4;LB_2.0
27659;;3429441_+;TSS;3429441;+;;Q4;M63_0.4
27660;;3429441_+;TSS;3429441;+;;Q4;M63_0.4
27661;;3429441_+;TSS;3429441;+;;Q4;LB_0.4
27662;;3429441_+;TSS;3429441;+;;Q4;LB_0.4
27663;;3429441_+;TSS;3429441;+;;Q4;LB_2.0
27664;;3429441_+;TSS;3429441;+;;Q4;LB_2.0
27665;;3429461_-;TSS;3429461;-;;Q4;M63_0.4
27666;;3429461_-;TSS;3429461;-;;Q4;M63_0.4
