qid,Len,Den,P13,P14,P15,P16,P17
,4021271_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4021271""","""+""",Q3669,Q10
,4021648_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4021648""","""+""",Q3670,Q10
,4021852_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4021852""","""-""",Q3670,Q10
,4022389_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4022389""","""+""",Q3671,Q12
,4022490_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4022490""","""-""",Q3671,Q10
,4022503_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4022503""","""+""",Q3671,Q10
,4022835_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4022835""","""+""",Q3672,Q10
,4022851_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4022851""","""+""",Q3672,Q10
,4022855_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4022855""","""+""",Q3672,Q12
,4022866_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4022866""","""-""",Q3671,Q10
,4022896_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4022896""","""-""",Q3671,Q12
,4022938_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4022938""","""-""",Q3671,Q10
,4022947_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4022947""","""-""",Q3671,Q10
,4023071_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4023071""","""-""",Q3671,Q10
,4023075_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4023075""","""-""",Q3671,Q10
,4023289_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4023289""","""+""",Q3672,Q10
,4023442_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4023442""","""-""",Q3672,Q10
,4023972_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4023972""","""+""",Q3672,Q10
,4024165_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4024165""","""+""",Q3672,Q10
,4024202_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4024202""","""+""",Q3672,Q10
,4025308_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4025308""","""+""",,Q10
,4025431_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4025431""","""-""",,Q10
,4025529_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4025529""","""-""",,Q10
,4025793_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4025793""","""-""",Q3673,Q11
,4027742_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4027742""","""+""",Q3674,Q10
,4028895_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4028895""","""-""",Q3674,Q10
,4029036_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4029036""","""-""",Q3674,Q10
,4029040_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4029040""","""-""",Q3674,Q12
,4029153_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4029153""","""+""",Q3675,Q10
,4029345_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4029345""","""+""",Q3675,Q10
,4030255_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4030255""","""+""",Q3676,Q10
,4030422_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4030422""","""+""",Q3676,Q10
,4030718_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4030718""","""+""",Q3676,Q10
,4030758_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4030758""","""+""",Q3676,Q10
,4030942_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4030942""","""+""",Q3677,Q10
,4031079_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4031079""","""-""",Q3676,Q10
,4031137_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4031137""","""+""",Q3677,Q10
,4031899_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4031899""","""+""",Q3677,Q10
,4032060_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4032060""","""+""",Q3677,Q10
,4032344_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4032344""","""+""",Q3678,Q10
,4032401_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4032401""","""+""",Q3678,Q12
,4032413_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4032413""","""+""",Q3678,Q10
,4032818_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4032818""","""+""",Q3678,Q10
,4033047_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4033047""","""-""",Q3678,Q10
,4033169_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4033169""","""-""",Q3678,Q10
,4033204_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4033204""","""-""",Q3678,Q12
,4033261_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4033261""","""+""",Q3679,Q10
,4033361_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4033361""","""-""",,Q10
,4033379_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4033379""","""+""",Q3679,Q10
,4033414_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4033414""","""-""",,Q12
,4033513_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4033513""","""-""",Q3679,Q12
,4033518_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4033518""","""-""",Q3679,Q12
,4033892_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4033892""","""+""",Q3679,Q10
,4034250_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4034250""","""-""",Q3679,Q11
,4034799_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4034799""","""+""",Q3679,Q10
,4034955_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4034955""","""+""",Q3680,Q10
,4035164_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4035164""","""+""",Q3680,Q10
,4035283_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4035283""","""+""",Q3681,Q10
,4035777_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4035777""","""+""",Q3682,Q10
,4035943_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4035943""","""+""",Q3682,Q10
,4036664_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4036664""","""-""",Q3682,Q11
,4036817_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4036817""","""+""",Q3682,Q10
,4037612_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4037612""","""-""",Q3682,Q12
,4037990_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4037990""","""+""",Q3682,Q11
,4038042_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4038042""","""+""",Q3682,Q10
,4038540_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4038540""","""+""",Q3683,Q10
,4038675_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4038675""","""+""",,Q10
,4038815_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4038815""","""+""",,Q10
,4038844_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4038844""","""+""",Q3684,Q10
,4038946_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4038946""","""-""",Q3684,Q11
,4039192_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4039192""","""+""",Q3684,Q10
,4039328_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4039328""","""+""",Q3684,Q10
,4040067_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4040067""","""-""",Q3685,Q12
,4040165_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4040165""","""-""",Q3685,Q10
,4040405_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4040405""","""+""",Q3687,Q10
,4040414_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4040414""","""+""",Q3687,Q10
,4040801_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4040801""","""+""",Q3687,Q10
,4040938_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4040938""","""+""",Q3687,Q10
,4041098_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4041098""","""+""",Q3687,Q10
,4041190_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4041190""","""+""",Q3688,Q10
,4041275_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4041275""","""+""",Q3688,Q10
,4042999_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4042999""","""-""",Q3689,Q10
,4043129_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4043129""","""-""",Q3689,Q10
,4043431_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4043431""","""-""",Q3689,Q10
,4043593_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4043593""","""+""",Q3689,Q10
,4043913_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4043913""","""-""",Q3690,Q10
,4043926_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4043926""","""-""",Q3690,Q12
,4044423_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4044423""","""-""",Q3690,Q10
,4044433_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4044433""","""-""",Q3690,Q10
,4044649_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4044649""","""-""",Q3690,Q10
,4044962_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4044962""","""+""",Q3691,Q10
,4045027_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4045027""","""-""",Q3691,Q10
,4045135_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4045135""","""-""",Q3691,Q10
,4045460_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4045460""","""+""",Q3691,Q11
,4045565_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4045565""","""+""",Q3691,Q10
,4046087_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4046087""","""+""",Q3691,Q10
,4046323_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4046323""","""+""",Q3691,Q10
,4047623_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4047623""","""-""",Q3691,Q10
,4047706_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4047706""","""+""",Q3692,Q11
,4047920_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4047920""","""+""",Q3692,Q11
